position,person,personID,start,end
Member of the National Council,Abu Ali Mustafa,Q334795,1968,2001-08-27
Member of the National Council,Hashem Dajani,Q97168287,2018-04,
Member of the National Council,Hilmi Hanoun,Q115677439,1964-05-28,2001-07-29
Member of the National Council,Imad Abu Kishek,Q44776622,2018-04-30,
Member of the National Council,Mofeed Abd Rabbo,Q106354875,1996,
Member of the National Council,Qadri Abu Bakr,Q87737031,2018,
Member of the National Council,Salah al-Din Salah,Q114784690,1964-05-28,2004-08-26
Member of the National Council,أحمد الفرا,Q106678761,1996,
Member of the National Council,عبد العزيز الحاج,Q101112386,1976,
Member of the Legislative Council,Abdul Jawad Salih,Q70497114,1996,2006
Member of the Legislative Council,Al Tayeb Abdul Rahim,Q12189830,1996,2006
Member of the Legislative Council,Dalal Salameh,Q100901258,1996,2006
Member of the Legislative Council,Hakam Balawi,Q5640298,1996,2006
Member of the Legislative Council,Hakam Balawi,Q5640298,2006-01-25,2018-12-23
Member of the Legislative Council,Hikmat Zaid,Q99826716,1996,2006
Member of the Legislative Council,Imil Jarjoui,Q6004056,1996,2006
Member of the Legislative Council,Imil Jarjoui,Q6004056,2006,2007-11-23
Member of the Legislative Council,Intissar al-Wazir,Q10859680,1996,2006
Member of the Legislative Council,Intissar al-Wazir,Q10859680,2006,
Member of the Legislative Council,Jamal Al Shobaki,Q89281074,1996,2006
Member of the Legislative Council,Jamal Shati,Q106354341,1996,2006
Member of the Legislative Council,Jamila Saidam,Q101000941,1996,2006
Member of the Legislative Council,Mofeed Abd Rabbo,Q106354875,1996,2006
Member of the Legislative Council,Salah Tamari,Q89488504,1996,2006
Member of the Legislative Council,أحمد البطش,Q106352895,1996,2006
Member of the Legislative Council,أحمد الديك,Q98851214,1996,
Member of the Legislative Council,أحمد زغير,Q106353918,1996,2006
Member of the Legislative Council,برهان جرار,Q106354056,1996,2006
Member of the Legislative Council,بشارة داود,Q106448250,1996,2006
Member of the Legislative Council,حاتم عبد القادر,Q99894495,1996,2006
Member of the Legislative Council,داود الزير,Q106448050,1996,2006
Member of the Legislative Council,رأفت النجار,Q106522997,1996,2006
Member of the Legislative Council,زهران أبو قبيطة,Q106448868,1996,2006
Member of the Legislative Council,عبد العزيز شاهين,Q99826721,1996,2006
Member of the Legislative Council,عثمان غشاش,Q106447886,1996,2006
Member of the Legislative Council,علي محمد أبو الريش,Q106448982,1996,2006
Member of the Legislative Council,فايز زيدان,Q106365849,1996,2006
Member of the Legislative Council,فخري تركمان,Q99910712,1996,2006
Member of the Legislative Council,فرج الصراف,Q106522986,1996,2006
Member of the Legislative Council,محمد سليمان حجازي,Q106523002,1996,2006
Member of the Legislative Council,مروان كنفاني,Q106451153,1996,2005
Member of the Legislative Council,معاوية المصري,Q106366504,1996,2006
Member of the Legislative Council,موسى الزعبوط,Q106522976,1996,2006
Member of the Legislative Council,هاشم دراغمة,Q106354726,1996,2006
