item,itemLabel,ministry,ministryLabel,country,jurisdiction,began,ended,holders
Q113470520,Defence Minister of the State of Palestine,,,,Q219060,,,0
Q113470524,Foreign Minister of State of Palestine,,,,Q219060,,,1
Q64912939,Minister of Local Government,,,Q219060,,,,12
Q108730496,Minister of Tourism and Antiquities,Q67063466,Ministry of Tourism and Antiquities,,Q219060,,,5
Q15041211,Prime Minister of the State of Palestine,,,Q219060,Q219060,2013,,2
